User,Search Term,Tweet Text,Created on,Compound,Positive,Negative,Neutral,Timestamps
dividethe9,@Fox,"RT @AmCoTelegraph: Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WA…",2020-05-22 02:25:55,0.0,0.0,0.0,1.0,1590114355
AmCoTelegraph,@Fox,"Hey @CNN @MSNBC @Fox and all the other #FakeNews : when will you start covering the subhuman #JaydonHayden ?

You got WAY more important stuff to cover like Trump’s face mask!

I BET if the psycho abuser would have been white, abusing/brutalizing seniors of color, it’d be 24/7!",2020-05-22 02:25:01,-0.1508,0.096,0.067,0.837,1590114301
LAMOONLYNN,@Fox,RT @lcqkag2020: @realDonaldTrump @FoxNews @Fox is trash! @OANN is the only fair and honest news organization!,2020-05-22 02:24:04,0.7339,0.306,0.0,0.694,1590114244
MilitaryMom26,@Fox,"And their ridiculous polls! No Way is Biden ahead! @Fox needs to start citing the geographics, the affiliates and how many they've actually polled in order to be believable. 😠 @BretBaier @TeamCavuto @marthamaccallum https://t.co/EhEbupEd01",2020-05-22 02:23:44,-0.8217,0.0,0.212,0.788,1590114224
HouseBitchTim,@Fox,@realDonaldTrump @fox #maga https://t.co/llbSWiaz7B https://t.co/hsC0xMqT36,2020-05-22 02:11:10,0.0,0.0,0.0,1.0,1590113470
kimmiintx,@Fox,@TXPSALM55 @RealMattCouch @fox *beyond lol,2020-05-22 02:08:11,0.4215,0.412,0.0,0.588,1590113291
TXPSALM55,@Fox,RT @kimmiintx: @TXPSALM55 @RealMattCouch The man has nothing else and this story has gone beyon him. He only tweets stories on @fox that ha…,2020-05-22 02:06:20,0.0,0.0,0.0,1.0,1590113180
vick922,@Fox,"@realDonaldTrump @FoxNews And @FOX is not SUPPOSED to help you win the godd**n election,  creep.",2020-05-22 02:05:49,0.3699,0.199,0.118,0.682,1590113149
vick922,@Fox,@realDonaldTrump @FoxNews Why is the first guy you pick on @Fox the BLACK GUY???????,2020-05-22 02:04:16,0.0,0.0,0.0,1.0,1590113056
RenahsMommy,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 02:02:33,0.5574,0.135,0.0,0.865,1590112953
kimmiintx,@Fox,@TXPSALM55 @RealMattCouch The man has nothing else and this story has gone beyon him. He only tweets stories on @fox that have already aired. Nothing new.,2020-05-22 02:01:50,0.0,0.0,0.0,1.0,1590112910
gascat2002,@Fox,I never thought I would but I have stopped watching Cavuto @fox https://t.co/CCpyY3Dqew,2020-05-22 02:01:30,-0.3291,0.0,0.164,0.836,1590112890
DLloyd1943,@Fox,@atensnut I agree. Also Saturday &amp; Sunday host on @fox are even worse,2020-05-22 01:55:15,-0.1531,0.151,0.187,0.663,1590112515
SarahMcVean,@Fox,@fox This is the same for me. I have been a solo designer or worked in very small teams over my career and haven’t had anyone to teach or mentor me when it came to design. Also been a generalist. I have gaps in some of my skills and knowledge because of that.,2020-05-22 01:54:52,0.0,0.0,0.0,1.0,1590112492
katelynt830,@Fox,"RT @SAVESINGLEPARE2: #savesingleparents #renewsingleparents 
@ABCNetwork
 SOMEON PICK THIS WONDERFUL SHOW UP 
@netflix
 
@hulu
 
@Fox
 YOU…",2020-05-22 01:51:50,0.7424,0.274,0.0,0.726,1590112310
iamhannahellen,@Fox,@riblah @fox Absolutely. The only positive I come away with it is I think it makes better managers and better advocates out of us.,2020-05-22 01:51:32,0.8646,0.315,0.0,0.685,1590112292
Moirraines,@Fox,"@Fox @seanhannity @LouDobbs 

#FoxNews

#AsMuchAnEnemyAsAnyOtherMediaAbusers

#Fox is now the enemy who tells half truths. https://t.co/mxUp62edjP",2020-05-22 01:50:50,-0.1779,0.145,0.181,0.674,1590112250
MonicaRivpin,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 01:50:16,0.5574,0.135,0.0,0.865,1590112216
Time4_Justice,@Fox,RT @aday_closer: If only my husband was high profile then the fact that the @officialfbop is intentionally killing him and threatening him…,2020-05-22 01:46:15,-0.8316,0.0,0.281,0.719,1590111975
CaseyDE86658915,@Fox,RT @lcqkag2020: @realDonaldTrump @FoxNews @Fox is trash! @OANN is the only fair and honest news organization!,2020-05-22 01:45:40,0.7339,0.306,0.0,0.694,1590111940
rsrn2012,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 01:45:12,0.5574,0.135,0.0,0.865,1590111912
iFacilitate4,@Fox,"@seanhannity watching you is like watching Comedy Central. Hey buddy, We the People, are on fire right now - the whole country is on fire from #coronavirus - and the Fire Chief @realDonaldTrump is playing golf n letting us burn.  @FOX betrays the nation. @CNNPolitics #FakeFoxNews",2020-05-22 01:44:41,-0.5994,0.12,0.189,0.69,1590111881
sklily1,@Fox,"@MunnRlmunn @PatriotGamer77 @30_mannie @realDonaldTrump @FoxNews @fox So US elects people like Trump admitted cheat, liar and narcissist? 😂 way to defend him",2020-05-22 01:44:26,-0.128,0.214,0.228,0.557,1590111866
lcqkag2020,@Fox,@realDonaldTrump @FoxNews @Fox is trash! @OANN is the only fair and honest news organization!,2020-05-22 01:43:36,0.7339,0.34,0.0,0.66,1590111816
grahamyoung,@Fox,@buzzusborne @fox Will do! https://t.co/9J5YyabjuY,2020-05-22 01:42:43,0.0,0.0,0.0,1.0,1590111763
PayPerReView,@Fox,RT @acpw: Before you watch #LaborOfLove on @fox tonight check out Matt Striker  @HungarianHero #DelcoMania #StarWars Day 2019 https://t.co/…,2020-05-22 01:40:30,0.0,0.0,0.0,1.0,1590111630
eddyman1,@Fox,"@realDonaldTrump @FoxNews Even though fox has backed you in the past maybe even they're sick of it.Your behavior has revealed the real you.@going against your own guidelines not wearing a mask bc you can get tested @will as ppl are dying for a test.
you've opened alot of eyes👀@FOX",2020-05-22 01:40:30,-0.4939,0.021,0.063,0.916,1590111630
freemindss01,@Fox,"@realDonaldTrump I believe this poll, I don’t believe the polls of @fox @MSNBC @CNN their polls are so fake! They think the American people are stupid. America is awake and we are with @realDonaldTrump, No matter what!",2020-05-22 01:40:19,-0.8422,0.0,0.21,0.79,1590111619
BethFullerton2,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 01:37:30,0.5574,0.135,0.0,0.865,1590111450
DanaTColeman,@Fox,"I am infuriated what happened to the mother and father-in-law of @JaniceDean at @FOX and hope she sues the hell out of the State of New York. From what I hear, she may have to stand in line.",2020-05-22 01:36:24,-0.7717,0.062,0.185,0.753,1590111384
stompintexan,@Fox,@realDonaldTrump @fox poll https://t.co/dex9j1SS96,2020-05-22 01:36:11,0.0,0.0,0.0,1.0,1590111371
riblah,@Fox,"@iamhannahellen @fox While it's comforting to know I'm not the only one, it makes me sad that it's so common. 😔",2020-05-22 01:34:34,0.046,0.162,0.118,0.72,1590111274
buzzusborne,@Fox,@trisweb @fox Haha nothing like a global pandemic to highlight an entire industry’s shortcomings 😛 Ultimately companies need to do better at internal mentorship and training programs,2020-05-22 01:32:27,0.7343,0.234,0.06,0.706,1590111147
Cummings17Troy,@Fox,@MacfannRob @FoxNews @fox @AmerMedicalAssn The AMA is an association that requires a membership to be part of. It is not a total list of physicians or a government association. Simply put the charge for membership,2020-05-22 01:31:52,0.0,0.0,0.0,1.0,1590111112
Sammysgranny,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 01:31:51,0.5574,0.135,0.0,0.865,1590111111
buzzusborne,@Fox,"@grahamyoung @fox Lets talk, drop me an email hello@buzzusborne.com",2020-05-22 01:30:57,-0.2732,0.0,0.208,0.792,1590111057
JanisCJMSCJ,@Fox,"RT @AdamCC75: Meet Brad Parscale.
@parscale 
Trump campaign manager. Brad is getting rich, Brad has his own yacht.

Trump is down 8pts to B…",2020-05-22 01:30:55,0.5574,0.135,0.0,0.865,1590111055
iamhannahellen,@Fox,@riblah @fox Both of your comments are exactly what I’ve experienced. What’s frustrating too is when you are young and less experienced you think you are the problem when that’s not the case at all!,2020-05-22 01:30:28,-0.7088,0.0,0.151,0.849,1590111028
HeatherLMo,@Fox,@TheDeniseFolsom @BleacherReport @tnt @nbc @CBS @ABC @fox Exactly! @PhilMickelson wish I could watch.,2020-05-22 01:29:20,0.4574,0.2,0.0,0.8,1590110960
Socratic1,@Fox,@JoshuaPotash @TuckerCarlson is endangering people’s lives by spreading lies.  @FOX should be put on notice that he’s using his public persona making proven inaccurate statements that could kill people.  There is irrefutable data from 50 states.  #BoycottFOX,2020-05-22 01:25:38,-0.8176,0.0,0.176,0.824,1590110738
trisweb,@Fox,@buzzusborne @fox Yep. That's kind of a problem right now then...,2020-05-22 01:24:53,-0.128,0.158,0.194,0.647,1590110693
grahamyoung,@Fox,@buzzusborne @fox How do I get in the being mentored by Buzz club?,2020-05-22 01:23:57,0.0,0.0,0.0,1.0,1590110637
jpschultze,@New York times,"Neither here nor in article today in @New York Times is mention of unproductive time.  Prior to pandemic, encouraged to arrive at airport 1-2 hours prior to flight; post pandemic could be 3-4 hours?!  Puts roadway infrastructure issues in perspective!! https://t.co/2D0oIEpy0V",2020-05-19 19:51:02,0.5229,0.078,0.0,0.922,1589917862
olddollarbull,@New York times,@CHSommers @nytimes I nominate the ombudsman for the @New York Times,2020-05-19 19:17:36,0.0,0.0,0.0,1.0,1589915856
